tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
695,6/1/2013 0:00,6/1/2013 0:11,444,Broadway & W 24 St,40.7423543,-73.98915076,434,9 Ave & W 18 St,40.74317449,-74.00366443,19678,Subscriber,1983,1
693,6/1/2013 0:00,6/1/2013 0:11,444,Broadway & W 24 St,40.7423543,-73.98915076,434,9 Ave & W 18 St,40.74317449,-74.00366443,16649,Subscriber,1984,1
2059,6/1/2013 0:00,6/1/2013 0:35,406,Hicks St & Montague St,40.69512845,-73.99595065,406,Hicks St & Montague St,40.69512845,-73.99595065,19599,Customer,NULL,0
123,6/1/2013 0:01,6/1/2013 0:03,475,E 15 St & Irving Pl,40.73524276,-73.98758561,262,Washington Park,40.6917823,-73.9737299,16352,Subscriber,1960,1
1521,6/1/2013 0:01,6/1/2013 0:26,2008,Little West St & 1 Pl,40.70569254,-74.01677685,310,State St & Smith St,40.68926942,-73.98912867,15567,Subscriber,1983,1
2028,6/1/2013 0:01,6/1/2013 0:35,485,W 37 St & 5 Ave,40.75038009,-73.98338988,406,Hicks St & Montague St,40.69512845,-73.99595065,18445,Customer,NULL,0
2057,6/1/2013 0:02,6/1/2013 0:36,285,Broadway & E 14 St,40.73454567,-73.99074142,532,S 5 Pl & S 5 St,40.710451,-73.960876,15693,Subscriber,1991,1
369,6/1/2013 0:03,6/1/2013 0:09,509,9 Ave & W 22 St,40.7454973,-74.00197139,521,8 Ave & W 31 St N,40.75096735,-73.99444208,16100,Subscriber,1981,1
1829,6/1/2013 0:03,6/1/2013 0:34,265,Stanton St & Chrystie St,40.72229346,-73.99147535,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,15234,Subscriber,1984,1
829,6/1/2013 0:04,6/1/2013 0:18,404,9 Ave & W 14 St,40.7405826,-74.00550867,303,Mercer St & Spring St,40.72362738,-73.99949601,16400,Subscriber,1987,1
1316,6/1/2013 0:04,6/1/2013 0:26,423,W 54 St & 9 Ave,40.76584941,-73.98690506,314,Cadman Plaza West & Montague St,40.69383,-73.990539,19781,Subscriber,1960,1
1456,6/1/2013 0:04,6/1/2013 0:28,502,Henry St & Grand St,40.714215,-73.981346,532,S 5 Pl & S 5 St,40.710451,-73.960876,18886,Customer,NULL,0
386,6/1/2013 0:05,6/1/2013 0:11,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,365,Fulton St & Grand Ave,40.68223166,-73.9614583,19039,Subscriber,1981,1
924,6/1/2013 0:05,6/1/2013 0:20,486,Broadway & W 29 St,40.7462009,-73.98855723,521,8 Ave & W 31 St N,40.75096735,-73.99444208,16608,Customer,NULL,0
1233,6/1/2013 0:06,6/1/2013 0:27,527,E 33 St & 2 Ave,40.744023,-73.976056,296,Division St & Bowery,40.71413089,-73.9970468,14761,Subscriber,1987,1
512,6/1/2013 0:03,6/1/2013 0:12,309,Murray St & West St,40.7149787,-74.013012,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,19080,Subscriber,1979,2
505,6/1/2013 0:03,6/1/2013 0:12,309,Murray St & West St,40.7149787,-74.013012,347,Greenwich St & W Houston St,40.728846,-74.008591,16798,Subscriber,1984,1
833,6/1/2013 0:07,6/1/2013 0:21,503,E 20 St & Park Ave,40.73827428,-73.98751968,503,E 20 St & Park Ave,40.73827428,-73.98751968,19072,Customer,NULL,0
1818,6/1/2013 0:08,6/1/2013 0:38,257,Lispenard St & Broadway,40.71939226,-74.00247214,500,Broadway & W 51 St,40.76228826,-73.98336183,20349,Customer,NULL,0
682,6/1/2013 0:08,6/1/2013 0:20,486,Broadway & W 29 St,40.7462009,-73.98855723,521,8 Ave & W 31 St N,40.75096735,-73.99444208,20176,Customer,NULL,0
899,6/1/2013 0:09,6/1/2013 0:24,494,W 26 St & 8 Ave,40.74734825,-73.99723551,494,W 26 St & 8 Ave,40.74734825,-73.99723551,15539,Subscriber,1967,1
626,6/1/2013 0:09,6/1/2013 0:20,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,382,University Pl & E 14 St,40.73492695,-73.99200509,17122,Subscriber,1982,1
219,6/1/2013 0:10,6/1/2013 0:14,305,E 58 St & 3 Ave,40.76095756,-73.96724467,358,Christopher St & Greenwich St,40.73291553,-74.00711384,16301,Subscriber,1977,1
339,6/1/2013 0:10,6/1/2013 0:16,480,W 53 St & 10 Ave,40.76669671,-73.99061728,432,E 7 St & Avenue A,40.72621788,-73.98379855,15628,Subscriber,1969,1
97,6/1/2013 0:11,6/1/2013 0:12,453,W 22 St & 8 Ave,40.74475148,-73.99915362,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18614,Subscriber,1985,1
511,6/1/2013 0:10,6/1/2013 0:19,223,W 13 St & 7 Ave,40.73781509,-73.99994661,345,W 13 St & 6 Ave,40.73649403,-73.99704374,19853,Subscriber,1979,1
198,6/1/2013 0:11,6/1/2013 0:14,476,E 31 St & 3 Ave,40.74394314,-73.97966069,461,E 20 St & 2 Ave,40.73587678,-73.98205027,17615,Subscriber,1982,1
482,6/1/2013 0:11,6/1/2013 0:19,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,401,Allen St & Rivington St,40.72019576,-73.98997825,18970,Customer,NULL,0
395,6/1/2013 0:11,6/1/2013 0:18,312,Allen St & Stanton St,40.722055,-73.989111,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19477,Subscriber,1970,1
424,6/1/2013 0:11,6/1/2013 0:18,494,W 26 St & 8 Ave,40.74734825,-73.99723551,519,Pershing Square North,40.751873,-73.977706,18489,Subscriber,1957,1
1077,6/1/2013 0:12,6/1/2013 0:30,482,W 15 St & 7 Ave,40.73935542,-73.99931783,480,W 53 St & 10 Ave,40.76669671,-73.99061728,16963,Subscriber,1982,1
689,6/1/2013 0:12,6/1/2013 0:24,439,E 4 St & 2 Ave,40.7262807,-73.98978041,317,E 6 St & Avenue B,40.72453734,-73.98185424,16164,Subscriber,1982,1
435,6/1/2013 0:14,6/1/2013 0:21,531,Forsyth St & Broome St,40.71893904,-73.99266288,295,Pike St & E Broadway,40.71406667,-73.99293911,18855,Subscriber,1976,1
1997,6/1/2013 0:14,6/1/2013 0:48,531,Forsyth St & Broome St,40.71893904,-73.99266288,531,Forsyth St & Broome St,40.71893904,-73.99266288,16443,Subscriber,1969,2
226,6/1/2013 0:15,6/1/2013 0:18,358,Christopher St & Greenwich St,40.73291553,-74.00711384,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20306,Subscriber,1980,2
1679,6/1/2013 0:14,6/1/2013 0:42,355,Bayard St & Baxter St,40.71602118,-73.99974372,303,Mercer St & Spring St,40.72362738,-73.99949601,17664,Customer,NULL,0
351,6/1/2013 0:15,6/1/2013 0:21,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,19842,Subscriber,1977,1
1221,6/1/2013 0:15,6/1/2013 0:35,355,Bayard St & Baxter St,40.71602118,-73.99974372,303,Mercer St & Spring St,40.72362738,-73.99949601,16937,Customer,NULL,0
624,6/1/2013 0:15,6/1/2013 0:26,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17317,Subscriber,1972,2
277,6/1/2013 0:15,6/1/2013 0:20,445,E 10 St & Avenue A,40.72740794,-73.98142006,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,20228,Subscriber,1974,1
846,6/1/2013 0:15,6/1/2013 0:29,477,W 41 St & 8 Ave,40.75640548,-73.9900262,223,W 13 St & 7 Ave,40.73781509,-73.99994661,19116,Subscriber,1975,2
200,6/1/2013 0:16,6/1/2013 0:19,293,Lafayette St & E 8 St,40.73020661,-73.99102628,475,E 15 St & Irving Pl,40.73524276,-73.98758561,18414,Subscriber,1983,1
722,6/1/2013 0:13,6/1/2013 0:25,453,W 22 St & 8 Ave,40.74475148,-73.99915362,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,16991,Subscriber,1985,1
141,6/1/2013 0:16,6/1/2013 0:18,423,W 54 St & 9 Ave,40.76584941,-73.98690506,480,W 53 St & 10 Ave,40.76669671,-73.99061728,17518,Subscriber,1962,1
808,6/1/2013 0:16,6/1/2013 0:30,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,457,Broadway & W 58 St,40.76695317,-73.98169333,19817,Subscriber,1960,1
1505,6/1/2013 0:17,6/1/2013 0:42,473,Rivington St & Chrystie St,40.72110063,-73.9919254,505,6 Ave & W 33 St,40.74901271,-73.98848395,16330,Subscriber,1980,1
2577,6/1/2013 0:17,6/1/2013 1:00,406,Hicks St & Montague St,40.69512845,-73.99595065,3002,South End Ave & Liberty St,40.711512,-74.015756,18817,Customer,NULL,0
1503,6/1/2013 0:17,6/1/2013 0:42,473,Rivington St & Chrystie St,40.72110063,-73.9919254,505,6 Ave & W 33 St,40.74901271,-73.98848395,19543,Customer,NULL,0
553,6/1/2013 0:08,6/1/2013 0:18,489,10 Ave & W 28 St,40.75066386,-74.00176802,448,W 37 St & 10 Ave,40.75660359,-73.9979009,17995,Subscriber,1986,1
790,6/1/2013 0:17,6/1/2013 0:31,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,457,Broadway & W 58 St,40.76695317,-73.98169333,15903,Subscriber,1967,2
1659,6/1/2013 0:18,6/1/2013 0:46,358,Christopher St & Greenwich St,40.73291553,-74.00711384,528,2 Ave & E 31 St,40.74290902,-73.97706058,16822,Subscriber,1981,1
415,6/1/2013 0:19,6/1/2013 0:25,517,Pershing Square South,40.751581,-73.97791,2009,Catherine St & Monroe St,40.71117444,-73.99682619,19765,Subscriber,1977,2
921,6/1/2013 0:19,6/1/2013 0:34,2004,6 Ave & Broome St,40.724399,-74.004704,294,Washington Square E,40.73049393,-73.9957214,18451,Subscriber,1985,2
1493,6/1/2013 0:19,6/1/2013 0:44,358,Christopher St & Greenwich St,40.73291553,-74.00711384,528,2 Ave & E 31 St,40.74290902,-73.97706058,20306,Subscriber,1980,2
1622,6/1/2013 0:19,6/1/2013 0:46,3019,NYCBS Depot - DEL,40.716633,-73.981933,478,11 Ave & W 41 St,40.76030096,-73.99884222,15536,Customer,NULL,0
1561,6/1/2013 0:20,6/1/2013 0:46,249,Harrison St & Hudson St,40.71870987,-74.0090009,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,15678,Subscriber,1976,1
547,6/1/2013 0:11,6/1/2013 0:20,432,E 7 St & Avenue A,40.72621788,-73.98379855,NULL,NULL,NULL,NULL,17470,Subscriber,1980,1
960,6/1/2013 0:20,6/1/2013 0:36,79,Franklin St & W Broadway,40.71911552,-74.00666661,294,Washington Square E,40.73049393,-73.9957214,15533,Subscriber,1983,1
1542,6/1/2013 0:20,6/1/2013 0:46,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,17427,Customer,NULL,0
627,6/1/2013 0:21,6/1/2013 0:32,465,Broadway & W 41 St,40.75513557,-73.98658032,465,Broadway & W 41 St,40.75513557,-73.98658032,19411,Subscriber,1976,1
518,6/1/2013 0:21,6/1/2013 0:30,247,Perry St & Bleecker St,40.73535398,-74.00483091,345,W 13 St & 6 Ave,40.73649403,-73.99704374,15647,Subscriber,1982,1
587,6/1/2013 0:21,6/1/2013 0:31,412,Forsyth St & Canal St,40.7158155,-73.99422366,412,Forsyth St & Canal St,40.7158155,-73.99422366,20197,Subscriber,1968,1
42964,6/1/2013 0:22,6/1/2013 12:18,521,8 Ave & W 31 St N,40.75096735,-73.99444208,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18157,Subscriber,1987,2
1343,6/1/2013 0:22,6/1/2013 0:44,521,8 Ave & W 31 St N,40.75096735,-73.99444208,495,W 47 St & 10 Ave,40.76269882,-73.99301222,20176,Customer,NULL,0
410,6/1/2013 0:22,6/1/2013 0:29,490,8 Ave & W 33 St,40.751551,-73.993934,448,W 37 St & 10 Ave,40.75660359,-73.9979009,20338,Subscriber,1985,1
206,6/1/2013 0:22,6/1/2013 0:25,509,9 Ave & W 22 St,40.7454973,-74.00197139,462,W 22 St & 10 Ave,40.74691959,-74.00451887,15954,Subscriber,1971,1
975,6/1/2013 0:22,6/1/2013 0:38,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,18299,Subscriber,1977,1
911,6/1/2013 0:22,6/1/2013 0:37,505,6 Ave & W 33 St,40.74901271,-73.98848395,280,E 10 St & 5 Ave,40.73331967,-73.99510132,17211,Customer,NULL,0
1297,6/1/2013 0:23,6/1/2013 0:44,521,8 Ave & W 31 St N,40.75096735,-73.99444208,495,W 47 St & 10 Ave,40.76269882,-73.99301222,16608,Customer,NULL,0
807,6/1/2013 0:23,6/1/2013 0:36,503,E 20 St & Park Ave,40.73827428,-73.98751968,503,E 20 St & Park Ave,40.73827428,-73.98751968,19072,Customer,NULL,0
377,6/1/2013 0:23,6/1/2013 0:29,510,W 51 St & 6 Ave,40.7606597,-73.98042047,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,18981,Subscriber,1982,1
1462,6/1/2013 0:24,6/1/2013 0:48,389,Broadway & Berry St,40.71044554,-73.96525063,482,W 15 St & 7 Ave,40.73935542,-73.99931783,19600,Subscriber,1985,1
500,6/1/2013 0:24,6/1/2013 0:33,492,W 33 St & 7 Ave,40.75019995,-73.99093085,334,W 20 St & 7 Ave,40.74238787,-73.99726235,19376,Subscriber,1954,1
477,6/1/2013 0:24,6/1/2013 0:32,3019,NYCBS Depot - DEL,40.716633,-73.981933,444,Broadway & W 24 St,40.7423543,-73.98915076,16289,Subscriber,1963,1
1744,6/1/2013 0:25,6/1/2013 0:54,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,384,Fulton St & Washington Ave,40.683048,-73.964915,15888,Subscriber,1984,1
1671,6/1/2013 0:26,6/1/2013 0:54,2009,Catherine St & Monroe St,40.71117444,-73.99682619,406,Hicks St & Montague St,40.69512845,-73.99595065,15228,Customer,NULL,0
1638,6/1/2013 0:26,6/1/2013 0:54,2009,Catherine St & Monroe St,40.71117444,-73.99682619,406,Hicks St & Montague St,40.69512845,-73.99595065,20080,Customer,NULL,0
2461,6/1/2013 0:28,6/1/2013 1:09,357,E 11 St & Broadway,40.73261787,-73.99158043,342,Columbia St & Rivington St,40.71739973,-73.98016555,14577,Subscriber,1980,1
183,6/1/2013 0:28,6/1/2013 0:31,412,Forsyth St & Canal St,40.7158155,-73.99422366,340,Madison St & Clinton St,40.71269042,-73.98776323,18856,Subscriber,1990,0
985,6/1/2013 0:29,6/1/2013 0:46,285,Broadway & E 14 St,40.73454567,-73.99074142,393,E 5 St & Avenue C,40.72299208,-73.97995466,20195,Subscriber,1990,1
1024,6/1/2013 0:29,6/1/2013 0:47,285,Broadway & E 14 St,40.73454567,-73.99074142,393,E 5 St & Avenue C,40.72299208,-73.97995466,15487,Subscriber,1990,1
1496,6/1/2013 0:30,6/1/2013 0:54,532,S 5 Pl & S 5 St,40.710451,-73.960876,251,Mott St & Prince St,40.72317958,-73.99480012,18886,Customer,NULL,0
583,6/1/2013 0:30,6/1/2013 0:40,293,Lafayette St & E 8 St,40.73020661,-73.99102628,247,Perry St & Bleecker St,40.73535398,-74.00483091,19456,Subscriber,1973,1
905,6/1/2013 0:31,6/1/2013 0:46,229,Great Jones St,40.72743423,-73.99379025,426,West St & Chambers St,40.71754834,-74.01322069,18976,Customer,NULL,0
1035,6/1/2013 0:31,6/1/2013 0:48,303,Mercer St & Spring St,40.72362738,-73.99949601,404,9 Ave & W 14 St,40.7405826,-74.00550867,15271,Subscriber,1987,1
367,6/1/2013 0:31,6/1/2013 0:37,470,W 20 St & 8 Ave,40.74345335,-74.00004031,512,W 29 St & 9 Ave,40.7500727,-73.99839279,17193,Subscriber,1960,1
412,6/1/2013 0:33,6/1/2013 0:40,285,Broadway & E 14 St,40.73454567,-73.99074142,504,1 Ave & E 16 St,40.73221853,-73.98165557,17800,Customer,NULL,0
1246,6/1/2013 0:33,6/1/2013 0:54,445,E 10 St & Avenue A,40.72740794,-73.98142006,238,Bank St & Washington St,40.7361967,-74.00859207,15971,Subscriber,1990,1
124,6/1/2013 0:33,6/1/2013 0:35,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,19347,Subscriber,1984,1
501,6/1/2013 0:34,6/1/2013 0:42,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,152,Warren St & Church St,40.71473993,-74.00910627,19080,Subscriber,1974,1
3719,6/1/2013 0:34,6/1/2013 1:36,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,14842,Customer,NULL,0
1525,6/1/2013 0:34,6/1/2013 1:00,233,Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,511,E 14 St & Avenue B,40.72938685,-73.97772429,17778,Subscriber,1984,1
1526,6/1/2013 0:34,6/1/2013 1:00,233,Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,511,E 14 St & Avenue B,40.72938685,-73.97772429,18269,Subscriber,1985,1
1088,6/1/2013 0:34,6/1/2013 0:53,79,Franklin St & W Broadway,40.71911552,-74.00666661,439,E 4 St & 2 Ave,40.7262807,-73.98978041,15601,Subscriber,1964,1
879,6/1/2013 0:35,6/1/2013 0:49,504,1 Ave & E 16 St,40.73221853,-73.98165557,454,E 51 St & 1 Ave,40.75455731,-73.96592976,19806,Subscriber,1976,1
8299,6/1/2013 0:35,6/1/2013 2:54,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,312,Allen St & Stanton St,40.722055,-73.989111,19318,Customer,NULL,0
357,6/1/2013 0:36,6/1/2013 0:41,439,E 4 St & 2 Ave,40.7262807,-73.98978041,504,1 Ave & E 16 St,40.73221853,-73.98165557,18586,Subscriber,1983,1
2215,6/1/2013 0:37,6/1/2013 1:14,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,19878,Customer,NULL,0
915,6/1/2013 0:37,6/1/2013 0:53,143,Clinton St & Joralemon St,40.69239502,-73.99337909,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,19810,Subscriber,1985,1
2184,6/1/2013 0:38,6/1/2013 1:14,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,17770,Customer,NULL,0
547,6/1/2013 0:38,6/1/2013 0:48,441,E 52 St & 2 Ave,40.756014,-73.967416,383,Greenwich Ave & Charles St,40.735238,-74.000271,17183,Subscriber,1967,1
934,6/1/2013 0:40,6/1/2013 0:55,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,518,E 39 St & 2 Ave,40.74780373,-73.9734419,19079,Subscriber,1974,1
537,6/1/2013 0:40,6/1/2013 0:49,482,W 15 St & 7 Ave,40.73935542,-73.99931783,NULL,NULL,NULL,NULL,15090,Subscriber,1981,1
1142,6/1/2013 0:41,6/1/2013 1:00,303,Mercer St & Spring St,40.72362738,-73.99949601,447,8 Ave & W 52 St,40.76370739,-73.9851615,16451,Customer,NULL,0
586,6/1/2013 0:41,6/1/2013 0:51,465,Broadway & W 41 St,40.75513557,-73.98658032,168,W 18 St & 6 Ave,40.73971301,-73.99456405,19411,Subscriber,1976,1
601,6/1/2013 0:41,6/1/2013 0:51,465,Broadway & W 41 St,40.75513557,-73.98658032,225,W 14 St & The High Line,40.74195138,-74.00803013,17941,Subscriber,1981,2
509,6/1/2013 0:43,6/1/2013 0:51,357,E 11 St & Broadway,40.73261787,-73.99158043,2008,Little West St & 1 Pl,40.70569254,-74.01677685,16570,Subscriber,1970,1
97,6/1/2013 0:44,6/1/2013 0:46,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,17844,Subscriber,1984,1
529,6/1/2013 0:44,6/1/2013 0:53,2022,E 60 St & York Ave,40.759107,-73.959223,486,Broadway & W 29 St,40.7462009,-73.98855723,17006,Subscriber,1984,1
693,6/1/2013 0:44,6/1/2013 0:56,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,461,E 20 St & 2 Ave,40.73587678,-73.98205027,14570,Subscriber,1983,1
437,6/1/2013 0:44,6/1/2013 0:51,508,W 46 St & 11 Ave,40.76341379,-73.99667444,495,W 47 St & 10 Ave,40.76269882,-73.99301222,15387,Subscriber,1990,2
100,6/1/2013 0:43,6/1/2013 0:45,355,Bayard St & Baxter St,40.71602118,-73.99974372,355,Bayard St & Baxter St,40.71602118,-73.99974372,17136,Subscriber,1984,2
1787,6/1/2013 0:45,6/1/2013 1:14,295,Pike St & E Broadway,40.71406667,-73.99293911,146,Hudson St & Reade St,40.71625008,-74.0091059,16315,Customer,NULL,0
1797,6/1/2013 0:45,6/1/2013 1:15,295,Pike St & E Broadway,40.71406667,-73.99293911,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15105,Customer,NULL,0
2347,6/1/2013 0:45,6/1/2013 1:24,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,18572,Subscriber,1996,1
244,6/1/2013 0:41,6/1/2013 0:46,492,W 33 St & 7 Ave,40.75019995,-73.99093085,459,W 20 St & 11 Ave,40.746745,-74.007756,15070,Subscriber,1973,1
450,6/1/2013 0:47,6/1/2013 0:54,410,Suffolk St & Stanton St,40.72066442,-73.98517977,355,Bayard St & Baxter St,40.71602118,-73.99974372,15097,Customer,NULL,0
75,6/1/2013 0:47,6/1/2013 0:48,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,15148,Subscriber,1988,1
684,6/1/2013 0:47,6/1/2013 0:59,303,Mercer St & Spring St,40.72362738,-73.99949601,375,Mercer St & Bleecker St S,40.72679454,-73.99695094,15889,Customer,NULL,0
480,6/1/2013 0:47,6/1/2013 0:55,528,2 Ave & E 31 St,40.74290902,-73.97706058,461,E 20 St & 2 Ave,40.73587678,-73.98205027,14987,Subscriber,1965,2
472,6/1/2013 0:47,6/1/2013 0:55,528,2 Ave & E 31 St,40.74290902,-73.97706058,NULL,NULL,NULL,NULL,16257,Subscriber,1965,1
878,6/1/2013 0:47,6/1/2013 1:02,311,Norfolk St & Broome St,40.7172274,-73.98802084,376,John St & William St,40.70862144,-74.00722156,20341,Subscriber,1969,1
704,6/1/2013 0:48,6/1/2013 0:59,328,Watts St & Greenwich St,40.72405549,-74.00965965,355,Bayard St & Baxter St,40.71602118,-73.99974372,15243,Subscriber,1982,1
1797,6/1/2013 0:48,6/1/2013 1:18,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19764,Subscriber,1988,1
277,6/1/2013 0:49,6/1/2013 0:53,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,82,St James Pl & Pearl St,40.71117416,-74.00016545,17637,Subscriber,1984,1
1181,6/1/2013 0:49,6/1/2013 1:08,146,Hudson St & Reade St,40.71625008,-74.0091059,253,W 13 St & 5 Ave,40.73543934,-73.99453948,16905,Subscriber,1966,1
120540,6/1/2013 0:33,6/2/2013 10:02,466,W 25 St & 6 Ave,40.74395411,-73.99144871,515,W 43 St & 10 Ave,40.76009437,-73.99461843,16685,Subscriber,1983,1
294,6/1/2013 0:50,6/1/2013 0:55,488,W 39 St & 9 Ave,40.75645824,-73.99372222,480,W 53 St & 10 Ave,40.76669671,-73.99061728,16339,Subscriber,1981,1
1086,6/1/2013 0:48,6/1/2013 1:06,404,9 Ave & W 14 St,40.7405826,-74.00550867,152,Warren St & Church St,40.71473993,-74.00910627,18802,Subscriber,1966,1
673,6/1/2013 0:40,6/1/2013 0:51,447,8 Ave & W 52 St,40.76370739,-73.9851615,433,E 13 St & Avenue A,40.72955361,-73.98057249,18318,Subscriber,1982,1
793,6/1/2013 0:51,6/1/2013 1:04,79,Franklin St & W Broadway,40.71911552,-74.00666661,305,E 58 St & 3 Ave,40.76095756,-73.96724467,16936,Customer,NULL,0
1270,6/1/2013 0:48,6/1/2013 1:09,362,Broadway & W 37 St,40.75172632,-73.98753523,349,Rivington St & Ridge St,40.71850211,-73.98329859,16309,Subscriber,1979,1
1097,6/1/2013 0:52,6/1/2013 1:10,514,12 Ave & W 40 St,40.76087502,-74.00277668,223,W 13 St & 7 Ave,40.73781509,-73.99994661,19902,Subscriber,1986,1
1825,6/1/2013 0:52,6/1/2013 1:23,259,South St & Whitehall St,40.70122128,-74.01234218,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,18952,Subscriber,1982,1
848,6/1/2013 0:53,6/1/2013 1:07,233,Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,418,Front St & Gold St,40.70224,-73.982578,16284,Subscriber,1982,2
210,6/1/2013 0:53,6/1/2013 0:57,294,Washington Square E,40.73049393,-73.9957214,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,17209,Subscriber,1991,1
917,6/1/2013 0:53,6/1/2013 1:09,251,Mott St & Prince St,40.72317958,-73.99480012,445,E 10 St & Avenue A,40.72740794,-73.98142006,19289,Subscriber,1971,1
1179,6/1/2013 0:54,6/1/2013 1:14,238,Bank St & Washington St,40.7361967,-74.00859207,393,E 5 St & Avenue C,40.72299208,-73.97995466,16696,Subscriber,1990,1
1717,6/1/2013 0:55,6/1/2013 1:24,376,John St & William St,40.70862144,-74.00722156,482,W 15 St & 7 Ave,40.73935542,-73.99931783,15995,Subscriber,1952,1
5648,6/1/2013 0:55,6/1/2013 2:29,217,Old Fulton St,40.70277159,-73.99383605,217,Old Fulton St,40.70277159,-73.99383605,15613,Customer,NULL,0
857,6/1/2013 0:55,6/1/2013 1:10,461,E 20 St & 2 Ave,40.73587678,-73.98205027,442,W 27 St & 7 Ave,40.746647,-73.993915,15259,Subscriber,1987,1
5607,6/1/2013 0:55,6/1/2013 2:29,217,Old Fulton St,40.70277159,-73.99383605,217,Old Fulton St,40.70277159,-73.99383605,17275,Customer,NULL,0
1532,6/1/2013 0:56,6/1/2013 1:22,392,Jay St & Tech Pl,40.695065,-73.987167,448,W 37 St & 10 Ave,40.75660359,-73.9979009,17507,Customer,NULL,0
1483,6/1/2013 0:57,6/1/2013 1:21,293,Lafayette St & E 8 St,40.73020661,-73.99102628,448,W 37 St & 10 Ave,40.75660359,-73.9979009,20247,Subscriber,1973,1
2203,6/1/2013 0:55,6/1/2013 1:32,405,Washington St & Gansevoort St,40.739323,-74.008119,150,E 2 St & Avenue C,40.7208736,-73.98085795,19089,Subscriber,1983,1
670,6/1/2013 0:57,6/1/2013 1:08,459,W 20 St & 11 Ave,40.746745,-74.007756,470,W 20 St & 8 Ave,40.74345335,-74.00004031,17080,Subscriber,1965,1
1460,6/1/2013 0:58,6/1/2013 1:23,428,E 3 St & 1 Ave,40.72467721,-73.98783413,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,19491,Subscriber,1983,2
888,6/1/2013 0:59,6/1/2013 1:13,223,W 13 St & 7 Ave,40.73781509,-73.99994661,426,West St & Chambers St,40.71754834,-74.01322069,18466,Subscriber,1985,2
602,6/1/2013 0:59,6/1/2013 1:09,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,475,E 15 St & Irving Pl,40.73524276,-73.98758561,18965,Subscriber,1983,1
607,6/1/2013 0:59,6/1/2013 1:09,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,314,Cadman Plaza West & Montague St,40.69383,-73.990539,16318,Subscriber,1983,2
